team_name,match_id,player.name,starting_position,most_time_position
Australia,7547,Mathew Leckie,Right Wing,Right Wing
Australia,7547,Mathew Ryan,Goalkeeper,Goalkeeper
Australia,7547,Mile Jedinak,Left Center Midfield,Left Center Midfield
Australia,7547,Robbie Kruse,Left Wing,Left Wing
Australia,7547,Tom Rogić,Secondary Striker,Secondary Striker
Australia,7547,Tomi Jurić,Center Forward,Center Forward
Australia,7547,Trent Sainsbury,Right Center Back,Right Center Back
Australia,7562,Aaron Mooy,Left Center Midfield,Left Center Midfield
Australia,7562,Aziz Eraltay Behich,Left Back,Left Back
Australia,7562,Daniel Arzani,Left Midfield,Left Midfield
Australia,7562,Jackson Irvine,Center Attacking Midfield,Center Attacking Midfield
Australia,7562,Josh Risdon,Right Back,Right Back
Australia,7562,Mark Milligan,Left Center Back,Left Center Back
